file,area,brightness,centroid_x,centroid_y
nasa_image_2.png,7.0,989,486.14285714285717,118.57142857142857
nasa_image_2.png,4.0,548,526.5,117.25
nasa_image_2.png,12.0,1648,132.0,119.83333333333333
nasa_image_2.png,13.0,1795,226.3846153846154,120.0
nasa_image_2.png,2.0,261,277.5,118.5
nasa_image_2.png,19.0,2640,357.57894736842104,119.6842105263158
nasa_image_2.png,4.0,546,451.0,118.25
nasa_image_2.png,16.0,2296,107.125,121.6875
nasa_image_2.png,31.0,4202,120.70967741935483,124.80645161290323
nasa_image_2.png,29.0,4003,317.0344827586207,120.27586206896552
nasa_image_2.png,5.0,669,378.2,119.6
nasa_image_2.png,7.0,957,413.14285714285717,119.85714285714286
nasa_image_2.png,3.0,414,94.66666666666667,120.66666666666667
nasa_image_2.png,4.0,533,332.25,120.75
nasa_image_2.png,2.0,272,447.5,120.0
nasa_image_2.png,3.0,402,464.3333333333333,120.66666666666667
nasa_image_2.png,2.0,267,482.5,120.0
nasa_image_2.png,34.0,5018,367.4117647058824,123.44117647058823
nasa_image_2.png,1.0,130,443.0,121.0
nasa_image_2.png,19.0,2657,461.0,122.73684210526316
nasa_image_2.png,17.0,2372,473.2352941176471,123.23529411764706
nasa_image_2.png,5.0,697,510.8,122.2
nasa_image_2.png,4.0,552,337.5,122.5
nasa_image_2.png,8.0,1186,350.5,122.5
